Date,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Target
2012-07-05,0.03805734970655091,0.03871587563778949,0.04203594452863806,0.03931952833321569,0.042173135468417354,0.03978597962186483,0.037398823775312305,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652
2012-07-06,0.03871587563778949,0.04203594452863806,0.03931952833321569,0.042173135468417354,0.03978597962186483,0.037398823775312305,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639
2012-07-09,0.04203594452863806,0.03931952833321569,0.042173135468417354,0.03978597962186483,0.037398823775312305,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102
2012-07-10,0.03931952833321569,0.042173135468417354,0.03978597962186483,0.037398823775312305,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652
2012-07-11,0.042173135468417354,0.03978597962186483,0.037398823775312305,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808
2012-07-12,0.03978597962186483,0.037398823775312305,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706
2012-07-13,0.037398823775312305,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386
2012-07-16,0.03668541937476246,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568
2012-07-17,0.03577994556512205,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177
2012-07-18,0.03695980648781993,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316
2012-07-19,0.03770064488952652,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123
2012-07-20,0.03841404929007639,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265
2012-07-23,0.03962134421393102,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005
2012-07-24,0.03770064488952652,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488
2012-07-25,0.03632871455773808,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728
2012-07-26,0.035889697270245706,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695
2012-07-27,0.03564274939184386,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046
2012-07-30,0.028865415436868568,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685
2012-07-31,0.028426398149376177,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269
2012-08-01,0.031225137282264316,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741
2012-08-02,0.03092331093455123,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804
2012-08-03,0.03026478500331265,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977
2012-08-06,0.030237345768657005,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836
2012-08-07,0.029414189662983488,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013
2012-08-08,0.03185622397884728,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013
2012-08-09,0.025024011554560695,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789
2012-08-10,0.016408285512150046,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736
2012-08-13,0.014871725005926685,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054
2012-08-14,0.010920564184996269,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966
2012-08-15,0.00864316004356741,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077
2012-08-16,0.006338321900981804,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774
2012-08-17,0.009219373504337977,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635
2012-08-20,0.011496777645766836,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907
2012-08-21,0.008204142756075013,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763
2012-08-22,0.008204142756075013,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926
2012-08-23,0.008999864860591789,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926
2012-08-24,0.011194951298053736,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885
2012-08-27,0.010618743070782054,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375
2012-08-28,0.007271229711778966,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255
2012-08-29,0.009521199852051077,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839
2012-08-30,0.005871865378833774,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068
2012-08-31,0.0036218952385616635,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141
2012-09-04,0.006256004197014907,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0
2012-09-05,0.003923721586274763,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162
2012-09-06,0.0046920044561358926,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357
2012-09-07,0.0046920044561358926,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073
2012-09-10,0.0046096867521689885,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077
2012-09-11,0.0038962823516191375,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026
2012-09-12,0.0044176173430784255,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586
2012-09-13,0.003759091411839839,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387
2012-09-14,0.0037316521771842068,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031
2012-09-17,0.0009054738096404141,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858
2012-09-18,0.0,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544
2012-09-19,0.0023322826107401162,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682
2012-09-20,0.0033749473601598357,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303
2012-09-21,0.0034298258294711073,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786
2012-09-24,0.002963369307323077,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467
2012-09-25,0.00466456522148026,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039
2012-09-26,0.008780356216845586,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437
2012-09-27,0.008176703521419387,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042
2012-09-28,0.011716286289513031,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978
2012-10-01,0.010399234427035858,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399
2012-10-02,0.011359586705987544,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521
2012-10-03,0.015255869057606682,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994
2012-10-04,0.013335164499703303,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374
2012-10-05,0.014076008134908786,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315
2012-10-08,0.008396217398664467,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245
2012-10-09,0.00699684783222039,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215
2012-10-10,0.007929760876516437,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494
2012-10-11,0.007106599537344042,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042
2012-10-12,0.010783373245216978,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088
2012-10-15,0.011688847054857399,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088
2012-10-16,0.012457129924718521,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545
2012-10-17,0.011249829767364994,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522
2012-10-18,0.01157909534973374,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073
2012-10-19,0.008725477747534315,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372
2012-10-22,0.007326108181090245,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154
2012-10-23,0.006859651658942215,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816
2012-10-24,0.0052407734487519494,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874
2012-10-25,0.005542599796465042,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399
2012-10-26,0.004911513099882088,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107
2012-10-31,0.004911513099882088,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235
2012-11-01,0.004801756161259545,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825
2012-11-02,0.005899299379990522,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805
2012-11-05,0.0034298258294711073,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368
2012-11-06,0.003484704298782372,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173
2012-11-07,0.004362738873767154,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787
2012-11-08,0.004856634630570816,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628
2012-11-09,0.015091233649672874,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054
2012-11-12,0.013252846795736399,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824
2012-11-13,0.011551656115078107,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276
2012-11-14,0.009274251973649235,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276,0.012704077803120342
2012-11-15,0.009548633853207825,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276,0.012704077803120342,0.012182742811661054
2012-11-16,0.009466321382739805,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276,0.012704077803120342,0.012182742811661054,0.015996707459313288
2012-11-19,0.009658390791830368,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276,0.012704077803120342,0.012182742811661054,0.015996707459313288,0.014240638309343724
2012-11-20,0.009438882148084173,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276,0.012704077803120342,0.012182742811661054,0.015996707459313288,0.014240638309343724,0.01473453406614738
2012-11-21,0.007518177590180787,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276,0.012704077803120342,0.012182742811661054,0.015996707459313288,0.014240638309343724,0.01473453406614738,0.018082042191651583
2012-11-23,0.006201125727703628,0.004060912526054054,0.006420634371449824,0.0058444261441781276,0.012704077803120342,0.012182742811661054,0.015996707459313288,0.014240638309343724,0.01473453406614738,0.018082042191651583,0.0172040076166668
